hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_stay_nights,total_guests,total_revenue
City Hotel,1,12,2017,February,7,13,1,3,1,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,113.0,0,0,Canceled,2/1/2017,4,1,452.0
City Hotel,1,48,2017,February,7,13,1,3,2,2,0,BB,DNK,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,149.6,0,0,Canceled,1/29/2017,4,4,598.4
City Hotel,1,27,2017,February,7,13,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,91.8,0,1,Canceled,1/20/2017,4,2,367.2
City Hotel,1,164,2017,February,7,13,1,3,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.4,0,1,Canceled,1/24/2017,4,2,353.6
City Hotel,1,35,2017,February,7,13,1,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,103.7,0,0,Canceled,1/9/2017,4,3,414.8
City Hotel,1,8,2017,February,7,13,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,138.55,0,0,Canceled,2/7/2017,4,3,554.2
City Hotel,1,28,2017,February,7,13,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,2/3/2017,4,2,299.2
City Hotel,1,82,2017,February,7,13,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,1/30/2017,5,2,374.0
City Hotel,1,29,2017,February,7,13,1,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,74.8,0,0,Canceled,1/15/2017,5,2,374.0
City Hotel,1,72,2017,February,7,13,1,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,2,Canceled,12/6/2016,6,2,448.8
City Hotel,1,35,2017,February,7,13,2,5,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,116.72,0,1,Canceled,2/7/2017,7,3,817.04
City Hotel,1,76,2017,February,7,13,2,5,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.4,0,1,Canceled,1/24/2017,7,3,737.8000000000001
City Hotel,1,79,2017,February,7,13,2,5,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,130.9,0,1,Canceled,12/5/2016,7,3,916.3
City Hotel,1,42,2017,February,7,13,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,74.8,0,1,Canceled,1/15/2017,5,2,374.0
City Hotel,1,33,2017,February,7,13,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,123.13,0,3,Canceled,2/1/2017,7,2,861.91
City Hotel,1,217,2017,February,7,13,7,18,2,0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.0,0,0,Canceled,7/25/2016,25,2,2125.0
City Hotel,1,21,2017,February,7,14,0,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,1,Canceled,2/2/2017,1,2,108.0
City Hotel,1,8,2017,February,7,14,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,1,Canceled,2/14/2017,1,2,88.0
City Hotel,1,63,2017,February,7,14,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,1,Canceled,12/14/2016,1,2,79.2
City Hotel,1,64,2017,February,7,14,0,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,140.4,0,2,Canceled,12/12/2016,1,3,140.4
City Hotel,1,6,2017,February,7,14,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2/8/2017,1,2,108.0
City Hotel,1,6,2017,February,7,14,0,1,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,84.0,0,0,Canceled,2/8/2017,1,2,84.0
City Hotel,1,37,2017,February,7,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,1,Canceled,2/3/2017,1,2,98.0
City Hotel,1,11,2017,February,7,14,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,60.0,0,1,Canceled,2/7/2017,1,2,60.0
City Hotel,1,6,2017,February,7,14,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,44.0,0,0,Canceled,2/8/2017,1,1,44.0
City Hotel,1,6,2017,February,7,14,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2/8/2017,1,2,108.0
City Hotel,1,7,2017,February,7,14,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,0,Canceled,2/8/2017,1,2,88.0
City Hotel,1,11,2017,February,7,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.0,0,0,Canceled,2/3/2017,1,2,118.0
City Hotel,1,88,2017,February,7,14,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,71.28,0,1,Canceled,12/12/2016,1,2,71.28
City Hotel,1,12,2017,February,7,14,0,1,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2/8/2017,1,1,108.0
City Hotel,1,21,2017,February,7,14,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,14,0,0,Transient,153.0,0,2,No-Show,2/14/2017,1,2,153.0
City Hotel,1,226,2017,February,7,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.0,0,2,Canceled,1/26/2017,1,2,90.0
City Hotel,1,6,2017,February,7,14,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,128.0,0,0,Canceled,2/8/2017,1,3,128.0
City Hotel,1,56,2017,February,7,14,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,1,Canceled,12/20/2016,2,2,158.4
City Hotel,1,15,2017,February,7,14,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,0,Canceled,1/31/2017,2,1,196.0
City Hotel,1,241,2017,February,7,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,69.3,0,1,No-Show,2/14/2017,2,2,138.6
City Hotel,1,100,2017,February,7,14,0,3,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,1,Canceled,11/9/2016,3,2,280.79999999999995
City Hotel,1,88,2017,February,7,14,0,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,86.4,0,1,Canceled,11/25/2016,3,1,259.20000000000005
City Hotel,1,36,2017,February,7,14,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,153.33,0,0,Canceled,1/15/2017,3,3,459.99
City Hotel,1,99,2017,February,7,14,0,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,1,Canceled,11/20/2016,4,2,374.4
City Hotel,1,97,2017,February,7,14,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,1,Canceled,1/26/2017,4,2,374.4
City Hotel,1,21,2017,February,7,14,0,4,3,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,134.3,0,0,Canceled,1/25/2017,4,3,537.2
City Hotel,1,154,2017,February,7,14,0,4,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,1,Canceled,10/31/2016,4,2,352.0
City Hotel,1,105,2017,February,7,14,0,4,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,147.9,0,0,Canceled,11/1/2016,4,4,591.6
City Hotel,1,42,2017,February,7,14,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.1,0,1,Canceled,1/6/2017,4,2,360.4
City Hotel,1,194,2017,February,7,14,0,5,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,54.32,0,1,No-Show,2/14/2017,5,1,271.6
City Hotel,1,193,2017,February,7,14,0,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,8/20/2016,5,2,374.0
City Hotel,1,93,2017,February,7,14,2,6,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,2,Canceled,1/26/2017,8,2,598.4
City Hotel,1,33,2017,February,7,14,2,8,1,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,0,0,Transient,73.4,0,0,Canceled,1/17/2017,10,1,734.0
City Hotel,1,248,2017,February,7,14,0,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,80.75,0,0,Canceled,6/11/2016,5,1,403.75
City Hotel,1,0,2017,February,7,15,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,0,Canceled,2/15/2017,1,2,75.0
City Hotel,1,195,2017,February,7,15,0,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,1,Canceled,11/14/2016,2,1,158.4
City Hotel,1,52,2017,February,7,15,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,0,Canceled,1/2/2017,2,2,158.4
City Hotel,1,8,2017,February,7,15,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,168.0,0,0,Canceled,2/8/2017,3,3,504.0
City Hotel,1,34,2017,February,7,15,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,128.0,0,3,Canceled,1/13/2017,3,3,384.0
City Hotel,1,18,2017,February,7,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.0,0,0,Canceled,1/31/2017,3,2,354.0
City Hotel,1,183,2017,February,7,15,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,106.2,0,1,Canceled,8/18/2016,3,3,318.6
City Hotel,1,64,2017,February,7,15,0,3,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,1,Canceled,1/5/2017,3,2,237.6
City Hotel,1,96,2017,February,7,15,0,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,102.6,0,1,Canceled,1/26/2017,3,2,307.79999999999995
City Hotel,1,8,2017,February,7,15,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,168.0,0,1,Canceled,2/15/2017,3,3,504.0
City Hotel,1,23,2017,February,7,15,0,3,3,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,158.0,0,0,Canceled,1/23/2017,3,3,474.0
City Hotel,1,44,2017,February,7,15,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,82.13,0,1,Canceled,1/26/2017,3,2,246.39
City Hotel,1,70,2017,February,7,15,0,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,242,0,Transient-Party,0.0,0,0,Canceled,2/14/2017,4,1,0.0
City Hotel,1,70,2017,February,7,15,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,0,242,0,Transient-Party,78.0,0,0,Canceled,1/31/2017,4,2,312.0
City Hotel,1,37,2017,February,7,15,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,98.6,0,0,Canceled,1/12/2017,4,2,394.4
City Hotel,1,48,2017,February,7,15,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.1,0,1,Canceled,2/8/2017,4,2,360.4
City Hotel,1,101,2017,February,7,15,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,75.68,0,2,Canceled,1/4/2017,5,2,378.4
City Hotel,1,65,2017,February,7,15,2,8,2,1,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,3,Canceled,12/18/2016,10,3,1071.0
City Hotel,1,19,2017,February,7,15,3,9,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient-Party,96.5,0,0,Canceled,2/6/2017,12,1,1158.0
City Hotel,1,19,2017,February,7,15,3,9,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient-Party,110.33,0,0,Canceled,2/6/2017,12,2,1323.96
City Hotel,1,587,2017,February,7,16,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,59.0,0,0,Canceled,10/21/2015,1,1,59.0
City Hotel,1,587,2017,February,7,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,10/21/2015,2,2,124.0
City Hotel,1,70,2017,February,7,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.4,0,2,Canceled,1/19/2017,3,2,286.20000000000005
City Hotel,1,10,2017,February,7,16,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,0,Canceled,2/6/2017,3,2,294.0
City Hotel,1,70,2017,February,7,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.4,0,2,Canceled,1/25/2017,3,2,286.20000000000005
City Hotel,1,31,2017,February,7,16,0,3,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,78.0,0,1,Canceled,1/24/2017,3,1,234.0
City Hotel,1,35,2017,February,7,16,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,0,Canceled,1/12/2017,3,2,264.0
City Hotel,1,70,2017,February,7,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.4,0,2,Canceled,1/28/2017,3,2,286.20000000000005
City Hotel,1,86,2017,February,7,16,0,3,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,138.6,0,1,Canceled,1/24/2017,3,3,415.8
City Hotel,1,35,2017,February,7,16,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,160.0,0,1,Canceled,1/12/2017,3,3,480.0
City Hotel,1,39,2017,February,7,16,1,3,3,0,0,BB,LUX,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,113.9,0,2,Canceled,1/17/2017,4,3,455.6
City Hotel,1,30,2017,February,7,16,1,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,0,0,Transient,198.3,0,1,Canceled,2/10/2017,4,3,793.2
City Hotel,1,76,2017,February,7,16,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.4,0,0,Canceled,12/28/2016,4,2,353.6
City Hotel,1,45,2017,February,7,16,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,1/2/2017,5,2,374.0
City Hotel,1,142,2017,February,7,16,2,3,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,103.7,0,0,Canceled,9/27/2016,5,3,518.5
City Hotel,1,34,2017,February,7,16,2,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,61.52,0,0,Canceled,1/13/2017,8,1,492.16
City Hotel,1,276,2017,February,7,17,0,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,153.9,0,0,Canceled,2/6/2017,1,4,153.9
City Hotel,1,15,2017,February,7,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,0,0,Transient,95.0,0,0,Canceled,2/2/2017,2,2,190.0
City Hotel,1,87,2017,February,7,17,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,71.28,0,0,Canceled,12/8/2016,2,2,142.56
City Hotel,1,91,2017,February,7,17,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,1,Canceled,12/12/2016,2,2,187.2
City Hotel,1,22,2017,February,7,17,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.0,0,0,Canceled,1/26/2017,2,2,236.0
City Hotel,1,31,2017,February,7,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,0,16,Transient,95.0,0,0,Canceled,2/2/2017,2,2,190.0
City Hotel,1,51,2017,February,7,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,113.4,0,3,Canceled,1/9/2017,2,3,226.8
City Hotel,1,88,2017,February,7,17,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,0,Canceled,11/25/2016,2,2,158.4
City Hotel,1,63,2017,February,7,17,0,2,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,2,Canceled,1/24/2017,2,2,158.4
City Hotel,1,3,2017,February,7,17,0,2,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,186.0,0,0,Canceled,2/14/2017,2,3,372.0
City Hotel,1,33,2017,February,7,17,0,2,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,1/24/2017,2,2,216.0
City Hotel,1,10,2017,February,7,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,0,Contract,68.0,0,0,Canceled,2/7/2017,3,2,204.0
City Hotel,1,52,2017,February,7,17,1,2,2,2,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,0,0,Transient,195.33,0,0,Canceled,1/17/2017,3,4,585.99
City Hotel,1,183,2017,February,7,17,1,2,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,156.6,0,2,Canceled,10/6/2016,3,4,469.8
City Hotel,1,90,2017,February,7,17,1,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,102.6,0,0,Canceled,11/19/2016,3,2,307.79999999999995
City Hotel,1,30,2017,February,7,17,1,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,103.8,0,0,Canceled,1/27/2017,3,2,311.4
City Hotel,1,207,2017,February,7,17,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,1,Canceled,8/14/2016,3,2,237.6
City Hotel,1,49,2017,February,7,17,1,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,113.4,0,1,Canceled,1/3/2017,3,3,340.20000000000005
City Hotel,1,49,2017,February,7,17,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,0,Canceled,12/30/2016,3,2,237.6
City Hotel,1,65,2017,February,7,17,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.2,0,2,Canceled,1/20/2017,3,2,237.6
City Hotel,1,186,2017,February,7,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.0,0,1,Canceled,12/18/2016,3,2,270.0
City Hotel,1,80,2017,February,7,17,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,79.2,0,0,Canceled,11/29/2016,4,2,316.8
City Hotel,1,18,2017,February,7,17,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,96.9,0,0,Canceled,1/31/2017,4,2,387.6
City Hotel,1,32,2017,February,7,17,2,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,120.02,0,1,Canceled,1/31/2017,5,2,600.1
City Hotel,1,7,2017,February,7,17,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.1,0,0,Canceled,2/11/2017,6,2,540.5999999999999
City Hotel,1,309,2017,February,7,17,4,7,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,67.15,0,0,Canceled,4/14/2016,11,2,738.6500000000001
City Hotel,1,76,2017,February,7,17,4,10,2,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,151.85,0,0,Canceled,12/3/2016,14,4,2125.9
City Hotel,1,1,2017,February,7,18,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,0.0,0,0,No-Show,2/18/2017,1,1,0.0
City Hotel,1,11,2017,February,7,18,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.0,0,0,Canceled,2/10/2017,1,2,98.0
City Hotel,1,51,2017,February,7,18,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.4,0,1,Canceled,1/26/2017,2,2,190.8
City Hotel,1,75,2017,February,7,18,2,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,111.6,0,0,Canceled,1/28/2017,3,3,334.79999999999995
City Hotel,1,11,2017,February,7,18,2,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.0,0,0,Canceled,2/7/2017,3,3,378.0
City Hotel,1,45,2017,February,7,18,2,1,2,2,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,125.4,0,0,Canceled,1/5/2017,3,4,376.2000000000001
City Hotel,1,74,2017,February,7,18,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,102.6,0,1,Canceled,12/16/2016,3,2,307.79999999999995
City Hotel,1,38,2017,February,7,18,2,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,69.7,0,0,Canceled,2/3/2017,4,2,278.8
City Hotel,1,149,2017,February,7,18,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.4,0,1,Canceled,12/27/2016,4,2,353.6
City Hotel,1,233,2017,February,7,18,2,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.0,0,0,Canceled,6/30/2016,4,2,340.0
City Hotel,1,47,2017,February,7,18,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,89.54,0,1,Canceled,1/30/2017,6,2,537.24
City Hotel,1,9,2017,February,7,18,2,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,106.13,0,0,Canceled,2/11/2017,7,3,742.91
City Hotel,1,212,2017,February,8,19,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,0,Transient,68.0,0,0,Canceled,1/20/2017,1,2,68.0
City Hotel,1,41,2017,February,8,19,2,0,3,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,80.0,0,1,Canceled,1/16/2017,2,3,160.0
City Hotel,1,18,2017,February,8,19,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,80.0,0,0,Canceled,2/2/2017,2,2,160.0
City Hotel,1,41,2017,February,8,19,2,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,148.0,0,1,Canceled,1/16/2017,2,2,296.0
City Hotel,1,161,2017,February,8,19,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,104.0,0,1,Canceled,2/15/2017,3,2,312.0
City Hotel,1,34,2017,February,8,19,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,100.0,0,0,Canceled,1/18/2017,3,2,300.0
City Hotel,1,34,2017,February,8,19,2,1,2,0,0,SC,TZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,80.0,0,0,Canceled,1/16/2017,3,2,240.0
City Hotel,1,234,2017,February,8,19,2,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.0,0,1,Canceled,7/4/2016,3,2,270.0
